text,label
ততোদিনে আমি হের প্রতি অনেকটাই দুর্বল হয়া গেসি,ময়মনসিংহ
হেয় আমারে ঝগড়া হইলেই সব সময় অফমান করে,ময়মনসিংহ
পরিবার তুইল্লা গালি দেয়,ময়মনসিংহ
আমি দ্বিতীয় বার ভালোবাইসাও ঠইক্কা গেসি,ময়মনসিংহ
তবে আমি তারে এহনো ভালবাসি,ময়মনসিংহ
হের দেয়া কথা গুলা মাঝে মাঝে মনে পড়লে অনেক হাসি আয়,ময়মনসিংহ
তার কি একটুও মনে পড়ে না আগের দিনের কথা?,ময়মনসিংহ
হেয় কেমনে পারলো এতো স্বপ্ন দেহানোর পরে আমারে ঠকাইতে?,ময়মনসিংহ
এহন নিজেরেই আর বিশ্বাস করতে পারি না,ময়মনসিংহ
কি ছিলাম আর কি হইলাম,ময়মনসিংহ
আমার বিয়ার বয়স ২২ মাস,ময়মনসিংহ
আমার ৮ মাসের একটা ছেলে বাবু আছে,ময়মনসিংহ
এই করোনায় অনার্স ফাইনাল ইয়ারে থাকাকালীন বিয়া হয়া যায় আমার,ময়মনসিংহ
আমি গনিতে অনার্স করতাসিলাম,ময়মনসিংহ
এদিকে যার সাথে বিয়া হয় হেয় অশিক্ষিত,ময়মনসিংহ
হেয় স্কুলেই যায় নাই কহনো,ময়মনসিংহ
"বিয়ের সময় কইসিলো পোলা শিক্ষিত,ঢাকায় চাকরি করে",ময়মনসিংহ
আমার বর ছোটবেলায় তার মা হারায়,ময়মনসিংহ
বিয়ার সময় কইসিল বরের বাড়ি আসে,ময়মনসিংহ
এইসব নিয়া আমি সমস্যা করি নাই,ময়মনসিংহ
বইনরে বাসায় পাঠায়া দিসি,ময়মনসিংহ
আমি এক কাপড়ে বাসা থাইক্কা বাইর হয়া আইসি,ময়মনসিংহ
কাল ঘটনাটা হুনার পর থাইক্কা আমার দম বন্ধ লাগতাসিল,ময়মনসিংহ
আমার জামাই বাসায় ফিরলেই আমার কোলে মাথা রাখে,ময়মনসিংহ
আমি একজন মাইয়া বয়স ২৩ বছর,ময়মনসিংহ
আমার বিয়া হইসে ১ মাস,ময়মনসিংহ
আমার জামাই ভালা মেলা,ময়মনসিংহ
আমি কিসুই জানতাম না,ময়মনসিংহ
কি হবে তার জন্য কাইন্দা?,ময়মনসিংহ
হেয় তো বুঝবনা,ময়মনসিংহ
তুমি বেক্কলের মতো তারে নিয়া ভাইব্বা বয়া থাকব কেরে,ময়মনসিংহ
আমার ইচ্ছা আমি ভাব্বাম,ময়মনসিংহ
আমি তো বেক্কলই,ময়মনসিংহ
আমি কিতা বেক্কল?,ময়মনসিংহ
তুমি মেলা চালাক,ময়মনসিংহ
আমি বার বার ভালোবাইসসা ঠইক্কা গেসি,ময়মনসিংহ
ভালবাসা মেলা কষ্টের,ময়মনসিংহ
তোমার এক ফোটা হাসি দেহনের লাইজ্ঞা বয়া আসি,ময়মনসিংহ
একটু আগেই ঝাড়ু দেওয়ন হইসে,ময়মনসিংহ
পানি দিয়া মুইচ্ছা দেওয়ন হইসে,ময়মনসিংহ
শিক্ষার্থী নতুন ভর্তি হইসে,ময়মনসিংহ
এলাকায় আগুন লাগসে,ময়মনসিংহ
আমার নানা অসুস্থ,ময়মনসিংহ
অনেক ছাত্র ছাত্রী  নতুন ভর্তি হইসে,ময়মনসিংহ
রোগীরে হাসপাতালে থাকতে হইব,ময়মনসিংহ
নানাকে দেখতে গেসিলাম,ময়মনসিংহ
আমি আগে দেহি নাই,ময়মনসিংহ
নানা আমারে দেইক্ষা খুব খুশি হইল,ময়মনসিংহ
হেইডা একধরনের যোগাযোগ,ময়মনসিংহ
আমি গতকাল ইস্কুলে আইনাই,ময়মনসিংহ
হেরার কেও ইস্কুলে আয়নাই,ময়মনসিংহ
হেরার জানার কথা না,ময়মনসিংহ
বড় মামা  বিদেশ থাইক্কা আইসেন,ময়মনসিংহ
ক্লাসে কোন বিষয় নিয়া কথা কইসিলেন?,ময়মনসিংহ
কেরে পলাশের কথায় বিরক্ত হইসিল?,ময়মনসিংহ
ইচ্ছা আসিল কোনো জায়গায় ঘুরতাম যায়াম,ময়মনসিংহ
অনেকবার লালবাগ কেল্লার কথা হুনসি,ময়মনসিংহ
ঠিক করা হইলো সবাই মিল্লা ওইহানে যায়াম,ময়মনসিংহ
আমার মামাতো বইনও যাইতে চাইল,ময়মনসিংহ
লেইক্ষা শিক্ষকের কাছে জমা দেও,ময়মনসিংহ
বেগ অঞ্চলের মাইনষের ভাষা এক রহমের না,ময়মনসিংহ
মেলা শব্দের উচ্চারণ আলাদা হয়,ময়মনসিংহ
দক্ষিণের জেলা কক্সবাজার,ময়মনসিংহ
সাড়ে চারটায় বেহের মাঠে আওনের কথা,ময়মনসিংহ
আইজ কোন খেলা হইতো না,ময়মনসিংহ
একটা পোড়োবাড়ি আসে,ময়মনসিংহ
এইহানে কী করতাসো তোমরা?,ময়মনসিংহ
চাইরপাশে কত বড় বড় গাছ,ময়মনসিংহ
দিনের বেলাতেও বাড়ির ভিতরডা অন্ধকার হয়া থাকে,ময়মনসিংহ
রেলগাড়ি চলে রেললাইনের উপরে দিয়া,ময়মনসিংহ
উপহার পাইতে বেহের ভালা লাগে,ময়মনসিংহ
অচেনা লোকের উপহার গ্রহণ করি না,ময়মনসিংহ
উপহার দিতে অনেকের ভালা লাগে,ময়মনসিংহ
খেলার মাঠে আমরা রোজ খেলতাম যাই,ময়মনসিংহ
এক চানাচুরওয়ালারে দেহন যায়,ময়মনসিংহ
হেয় চানাচুর বেচতে  আয়,ময়মনসিংহ
তুমি ভালা আস জাইন্না খুশি হইলাম,ময়মনসিংহ
চিঠি সাধারণত খামে ভইরা পাঠানো হয়,ময়মনসিংহ
"খাওয়া-দাওয়ার কথা কয়া লাভ নাই, দুঃখ পাইবা",ময়মনসিংহ
তবে বাইচ্চা আসি ও খুব ভালা আসি,ময়মনসিংহ
তোমরা ভালা আস জাইন্না খুশি হইলাম,ময়মনসিংহ
আমার লাইজ্ঞা বেশি চিন্তা কইরো না,ময়মনসিংহ
এহন ঘরে ঘরে টেলিভিশন দেহন যায়,ময়মনসিংহ
"টেলিভিশনে কথা হুনা যায়, ছবিও দেহা যায়",ময়মনসিংহ
রেডিওতে কেবল কথা হুনা যায়,ময়মনসিংহ
হাজার বছর আগে বেগ পুরুষই পরত ধুতি পরত,ময়মনসিংহ
তহনো মাইয়ারা আঁচল টাইন্না ঘোমটা দিত,ময়মনসিংহ
ভাত বাঙালির মেলাকালের প্রিয় খাদ্য,ময়মনসিংহ
মাইয়ারা বাগান করতে ভালোবাসত,ময়মনসিংহ
মাইয়ারা সাঁতার কাটতে ভালোবাসত,ময়মনসিংহ
ধনী লোকেরা ঘোড়া আর হাতির খেলা দেখত,ময়মনসিংহ
যাতায়াতের প্রধান উপায় আসিল নৌকা,ময়মনসিংহ
বড় বইনের ঘরে হের লাইজ্ঞা ছোটো খাট দেওয়া হইলো,ময়মনসিংহ
তার কাসে বেগ দেশের টেহা আসে,ময়মনসিংহ
হেয় তরে কিসু উপহার দিল না?,ময়মনসিংহ
আম্মা নানারে একটা চিঠি লিখসেন,ময়মনসিংহ
আমরার নামের প্রয়োজন হয় না,ময়মনসিংহ
আমরা এমনিতেই পরিচয় রাখতাম পারি,ময়মনসিংহ
তোমারে একটা উপহার দিতাম চাই,ময়মনসিংহ
হেইডা টেবিলের উপরে রাখা আসিল,ময়মনসিংহ
আমার প্রিয় একটা বই হারায়া গেসে,ময়মনসিংহ
ফোন কইরা জানাইল,ময়মনসিংহ
হের প্রিয় একটা বই হারায়া গেসে,ময়মনসিংহ
কেডা নিসে ?,ময়মনসিংহ
ওই ব্যাপারে নিশ্চিত না,ময়মনসিংহ
হেয় হয়তো পড়ার লাইজ্ঞাই নিসে,ময়মনসিংহ
কোন ব্যাপারে নিশ্চিত না হয়া কাউরে দোষ দেওয়ন ঠিক না,ময়মনসিংহ
"যে নিসে, হেয় হয়তো পড়ার লাইজ্ঞাই নিসে",ময়মনসিংহ
বইটা পাওয়ন যায় কি না,ময়মনসিংহ
বইটা পাওয়ন গেসে,ময়মনসিংহ
বাবা বইডা বুকশেলফে তুইল্লা রাখসিলেন,ময়মনসিংহ
হেয় বুঝতেও পারে নাই,ময়মনসিংহ
আর পারলও না বুঝে অন্যরারে দোষ দিতাসিল,ময়মনসিংহ
তুমি আমারে দোষ দিতাসো কেরে ?,ময়মনসিংহ
হেয় রাইতের ট্রেইনে রাজশাহী থাইক্কা রওনা দিসিল,ময়মনসিংহ
এই প্রথম হেয় ঢাকাত আইসে,ময়মনসিংহ
বাসাত যাওনের পথে ফ্লাইওভার দেইক্ষা হাবিব অবাক হয়া গেল,ময়মনসিংহ
এইটারে হের মনে হইলো দুইতালা রাস্তা,ময়মনসিংহ
রাস্তার পাশে একটা ফুলের দোকান,ময়মনসিংহ
নানা রকম ফুল থরে থরে সাজানো আসে,ময়মনসিংহ
তার ঠিক পাশেই একটা ফলের দোকান,ময়মনসিংহ
ওইহান থাইক্কা বড় বইন কিসু পেয়ারা কিনল,ময়মনসিংহ
বেহের লগে কুশল বিনিময় হইল,ময়মনসিংহ
টেবিলে নাশতা দেওয়া আসিল,ময়মনসিংহ
হাত-মুখ ধুয়া হেয় নাশতা করতে বইল,ময়মনসিংহ
হেইদিন আসিল বাংলাদেশ দলের ক্রিকেট খেলা,ময়মনসিংহ
খাওয়ন শেষ কইরাই টেলিভিশনের সামনে গিয়া বইল,ময়মনসিংহ
সব মিলায়া হের খুব আনন্দ হইতাসিল,ময়মনসিংহ
মাইয়া কী কাণ্ড করসে জানো?,ময়মনসিংহ
সোনার চুড়িটা ভাইংগা দুই-টুকরা করসে,ময়মনসিংহ
ইচ্ছা কইরা ভাংসি নাকি?,ময়মনসিংহ
পা পিসলায়া পইরা গেলাম তো কিতা করবাম?,ময়মনসিংহ
আমার যে ব্যথা লাগল হেইটা বুঝি কিসু না,ময়মনসিংহ
মাইয়ারে পরতে দিসিলেন,ময়মনসিংহ
আমার নানা সুস্থ,ময়মনসিংহ
রোগীরে হাসপাতালে ভর্তি হইতে হইব,ময়মনসিংহ
এত বড়ো হাসপাতাল আমি আগে দেহি নাই,ময়মনসিংহ
আমারে দেইক্ষা মেলা খুশি হইলো,ময়মনসিংহ
আমি অন্যের লগে কথা কই,ময়মনসিংহ
হেয় বিদেশ থাইক্কা আইসেন,ময়মনসিংহ
হেয় কোন বিষয় নিয়া কথা কইতাসিলেন?,ময়মনসিংহ
চল ঐতিহাসিক জায়গাইয় ঘুরতে যায়াম,ময়মনসিংহ
ঠিক করা হইলো বেহেই মিল্লা যায়াম,ময়মনসিংহ
আমরার যাওনের কথা হুইন্না হেও যাইতে চাইল,ময়মনসিংহ
বেগ মানুষের ভাষা এক রহমের না,ময়মনসিংহ
হেয় মাঠে আয় নাই,ময়মনসিংহ
জরুরি সভা হইব,ময়মনসিংহ
হাসপাতালে আমি আগে যাই নাই,ময়মনসিংহ
আমি অন্যের সাথে কথা কই না,ময়মনসিংহ
হেয় কিতা বিদেশ থাইক্কা আইসেন,ময়মনসিংহ
বেহের ভাষা এক রহমের না,ময়মনসিংহ
হের কাসে মেলা টেহা আসে,ময়মনসিংহ
কয়েক দিন অপেক্ষা কর,ময়মনসিংহ
আমার বাসার কাসে রাস্তার পাশে একটা ফুলের দোহান,ময়মনসিংহ
হের কাসে মেলা দেশের টেহা আসে,ময়মনসিংহ
আমি তোমারে একটা উপহার দিতাম চাই,ময়মনসিংহ
সব হুইন্না আমি কইলাম,ময়মনসিংহ
কয়েক দিন অপেক্ষা কইরা দেহো,ময়মনসিংহ
"কিসু দিন বাদে পারুল নিজেই জানাইল, বইটা পাওয়ন গেসে",ময়মনসিংহ
এক বই লয়া এত ঘটনা ঘইটটা যাইব,ময়মনসিংহ
হেয় না বুইজ্ঝা অন্যদের দোষ দিতাসিল,ময়মনসিংহ
কমলাপুর রেলস্টেশন থাইক্কা বইনের বাসায় যাইতাসি,ময়মনসিংহ
বইনের বাসার কাসে রাস্তার পাশে একটা ফুলের দোহান,ময়মনসিংহ
"রজনীগন্ধা, গোলাপ, গাঁদা-সহ নানা রহম ফুল আসে দোহানে ",ময়মনসিংহ
বড় বইনের লাইজ্ঞা কিসু পেয়ারা কিনল,ময়মনসিংহ
বড় বইন কিসু পেয়ারা কিনল,ময়মনসিংহ
তো আমি কিতা করবাম?,ময়মনসিংহ
সমান দুইটা টুকরা হয়া গেসে,ময়মনসিংহ
দুই টুকরা হইলো কী কইরা?,ময়মনসিংহ
এইডা আমরার বাড়ি,ময়মনসিংহ
এই বাড়িটা আমরার,ময়মনসিংহ
প্রথমে বালিশের তলাডা হাতড়াইসেন,ময়মনসিংহ
এত সুন্দর লাগে হের,ময়মনসিংহ
খালি তাকায়া থাকতে ইচ্ছা করে,ময়মনসিংহ
হেরার বাগান অন্যরার বাগানের মত না,ময়মনসিংহ
বিশাল বড় বড় গাছ,ময়মনসিংহ
পুতুলের এই লাইজ্ঞাই মেলা মন খারাপ,ময়মনসিংহ
গাছগুলার দিকে তাকাইলেই হের কান্দন পায়া যায়,ময়মনসিংহ
ছোটোরা মেলা কাম কইরা যেগুলা বড়রা পসন্দ করে না,ময়মনসিংহ
তাছাড়া আরেকটা কারণও আসে,ময়মনসিংহ
ঘরে আলো-হাওয়া তেমন ঢুকতে পারে না,ময়মনসিংহ
আমারার চলতেই পারে না,ময়মনসিংহ
হাতে তালি দিয়া দিয়া কি পড়ন যায়?,ময়মনসিংহ
কোথাও যাওনের রাস্তা,ময়মনসিংহ
এইহানে নাকি একটা শিশুপার্ক হইব,ময়মনসিংহ
তোমাদের কথা হুইন্না হাসছি,ময়মনসিংহ
মিথ্যা কথা কইয়ো না,ময়মনসিংহ
যে অত্যাচার করে,ময়মনসিংহ
মেঠো পথের দুইপাশে সবুজ ধানখেত,ময়মনসিংহ
হঠাৎ সামনের মাইয়াডা থমকায়া দাঁড়াইল,ময়মনসিংহ
ধানখেত পার হইতেই একটা বড় পুকুর,ময়মনসিংহ
চোখের আড়াল হয়া গেসে,ময়মনসিংহ
হেয় আমার চোখের আড়াল হয়া গেসে,ময়মনসিংহ
ওইহানকার পানি টলটলে,ময়মনসিংহ
পুকুরের ধারে একটা বড় আমগাছ,ময়মনসিংহ
"আমার মনে হইতাসে, এবার অনেক আম ধরব",ময়মনসিংহ
আমি আম খাইতে ভালবাসি,ময়মনসিংহ
হেই আমগাছের দিকে তাকায়া আসিলাম,ময়মনসিংহ
আমগাছের দিকে তাকায়া একটা মেয়ে কইল,ময়মনসিংহ
আমার দিকে তাকায়া একটা মাইয়া কইল,ময়মনসিংহ
সবাই তাকায়া দেখল,ময়মনসিংহ
আমগাছে প্রচুর মুকুল আইসে,ময়মনসিংহ
সাদা মুকুলে আমগাছের সবুজ পাতা ঢাকা পড়সে,ময়মনসিংহ
হের বয়স কম-বেশি সত্তর বছর,ময়মনসিংহ
হেয় ওরার কথা হুইন্না কইলেন,ময়মনসিংহ
ওয় ঠিকই কইসে,ময়মনসিংহ
"যে বছর ধান ভালা হয়, হেই বছর আমের ফলনও ভালা হয়",ময়মনসিংহ
"বেহেই যহন পড়তে বয়, রাজীব তহন ঘুমায়",ময়মনসিংহ
"বেহেই যহন পড়তে বয়, আমি তহন ঘুমাই",ময়মনসিংহ
আমি সহালে দেড়ি কইরা ঘুম থাইক্কা উঠি,ময়মনসিংহ
আমি  ঠিকই কইতাসি,ময়মনসিংহ
ভাই তহন পড়তে বয়,ময়মনসিংহ
আমি সহালে পড়তে বই,ময়মনসিংহ
আইজকাল কী যে করসে ছেড়াডা,ময়মনসিংহ
বয়স সবে চাইর বছর পূর্ণ হইলো,ময়মনসিংহ
বেগকিসুতেই হের এলোমেলো আচরণ,ময়মনসিংহ
আব্বা একদিন কথায় কথায় মারে কইলেন,ময়মনসিংহ
ছেড়াডার বেগ কাম এমন এলোমেলো হইতাসে কেন?,ময়মনসিংহ
মাইয়াডার  বেগ কাম এমন এলোমেলো হইতাসে কেন?,ময়মনসিংহ
বেগ কাম তো এলোমেলো হইতাসে না,ময়মনসিংহ
আমি খাওয়াইয়া দিলে রাজীব সময়মতো খায়,ময়মনসিংহ
মার কথা হুইন্না আব্বা হাসলেন,ময়মনসিংহ
"আরেকটু বড় হইলে কী করব, হেইডাই দেহার বিষয়",ময়মনসিংহ
আরেকটু বড় হইলে কী করব ?,ময়মনসিংহ
"তহন সময়মতো পড়ব, ঘুমাইব, আর খেলব",ময়মনসিংহ
দাদির কাসে একটা পুরাতন সিন্দুক আসে,ময়মনসিংহ
হেই সিন্দুক বেগসময়ে তালা দিয়া আটকানো থাহে,ময়মনসিংহ
মেলাদিন ধইরা ওইডা খোলা হয় না,ময়মনসিংহ
এই সিন্দুকের ভিতরে কী আসে?,ময়মনসিংহ
দাদি অবাক চোক্ষে আমার দিকে তাকাইলেন,ময়মনসিংহ
চাবি দিয়া তালা খোলার পর বেগ দেখতে পাইব,ময়মনসিংহ
"আমার, আর তোমার মার অনেক গয়না আসে",ময়মনসিংহ
বাজার থাইক্কা চাবি বানানুর লোক আনাইলেন,ময়মনসিংহ
তিশার লাইজ্ঞা সিন্দুক খোলা হইলো,ময়মনসিংহ
পলাশের নানা আর নানি একইদিনে মইরা যান,ময়মনসিংহ
নানার কঠিন অসুখ হইসিল,ময়মনসিংহ
অসুখে হেয় কয়েক বছর ভুগসিলেন,ময়মনসিংহ
তাঁরে হাসপাতালে নেওয়ন হইসিল,ময়মনসিংহ
কিন্তু বাঁচান যায় নাই,ময়মনসিংহ
বেশ কয়েকদিন পলাশের মন মেলা খারাপ আসিল,ময়মনসিংহ
বেশ কয়েকদিন আমার মন খুব খারাপ আসিল,ময়মনসিংহ
তাই তহন হেয় কারও লগে কথা কইত না,ময়মনসিংহ
মানুষের বার্ধক্য আর মৃত্যুরে ঠেকান যায় না,ময়মনসিংহ
তবু প্রতিডা মৃত্যু মানুষরে কষ্ট দেয়,ময়মনসিংহ
শেষ বলে ছয় মাইরা বাংলাদেশ জিত্তা গেল,ময়মনসিংহ
আহ্! কী চমৎকার খেলাই না দেখলাম,ময়মনসিংহ
"ছোটো বইন চিক্কুর দিয়া উঠল, দারুণ",ময়মনসিংহ
"বাহ্, এমন খেলা মেলাদিন দেহি নাই",ময়মনসিংহ
"আহা! যারা হাইরা গেল, ওরার মনে মেলা কষ্ট",ময়মনসিংহ
খেলায় হারজিত থাকতেই পারে,ময়মনসিংহ
আরে! এর মধ্যেই দেহি বিজয় মিছিল শুরু হয়া গেসে,ময়মনসিংহ
বাপরে বাপ! কত বড় মিসিল,ময়মনসিংহ
একটা শব্দের মেলা রকম অর্থ থাকতে পারে,ময়মনসিংহ
আম পাকে বৈশাখে কুল পাকে ফাগুনে,ময়মনসিংহ
কাঁচা ইট পাকনা হয় পুড়াইলে তা আগুনে,ময়মনসিংহ
"রোদে জলে টিকে রং, পাকনা কই তারে",ময়মনসিংহ
ফলারটি পাকনা হয় লুচি দই আহারে,ময়মনসিংহ
চুল পাকে বয়সে,ময়মনসিংহ
পাকনা ছেড়া বেশি কথা কয় হেয়,ময়মনসিংহ
কান পাকে ফোড়া পাকে,ময়মনসিংহ
বুদ্ধি পাকায়া তুলে লেহাপড়া গিলায়া,ময়মনসিংহ
কথা যার পাকনা না কামে হের ঠনঠন,ময়মনসিংহ
মেলা দূরের পথ,ময়মনসিংহ
বাসে কইরাই হের রওনা দিতে হইলো,ময়মনসিংহ
"বাস থাইক্কা যহন নামলেন, তহন সকাল হয়া গেসে",ময়মনসিংহ
সহাল হয়া গেসে,ময়মনসিংহ
একটা ভালা কাম করতে পারবেন,ময়মনসিংহ
তোমরার কারো বিশ্বাস হইত না,ময়মনসিংহ
কথাডা তোমরার কারো বিশ্বাস হইত না,ময়মনসিংহ
অনেকগুলা নতুন বই দেইক্ষা  আমি অবাক হয়া কইলাম,ময়মনসিংহ
আফনে কি আমরার বাড়িত আইসেন,ময়মনসিংহ
হেয় আমার কথার জবাবে কিসু কইলেন না,ময়মনসিংহ
হেয় আমার কথার জবাবে ছোটো কইরা কইলেন হ্যাঁ,ময়মনসিংহ
বইগুলার দিকে তাকায়া আসিলাম,ময়মনসিংহ
খালি হের হাতের দিকে তাকায়া আসিলাম,ময়মনসিংহ
কিল্লেগা তা কি জানতাম পারি?,ময়মনসিংহ
পরে আমরা লাইব্রেরি দেখতাম যাই,ময়মনসিংহ
"মেলা বড় লাইব্রেরি সন্দেহ নাই, ব্যবস্থাও মেলা ভালা",ময়মনসিংহ
রিডিং রুমগুলা ভাগ ভাগ করা রইসে,ময়মনসিংহ
শিক্ষকরাও হেরার লগে আসেন,ময়মনসিংহ
যাওনের লগে লগে কী একটা শব্দ করল,ময়মনসিংহ
আর বেগ ছেড়া ছেড়ি লাইন বাইন্ধা খারায়া গেল,ময়মনসিংহ
আমরা সালাম গ্রহণ করলাম,ময়মনসিংহ
হেরা স্লোগান আরম্ভ করল,ময়মনসিংহ
আমরা বিদায় নিয়া চইল্লা আইলাম,ময়মনসিংহ
আমি সাগর পাড়ি দিয়াম,ময়মনসিংহ
বেফ দিনের লাহান হেইদিনও হেরা খেলতে গেসিল,ময়মনসিংহ
কয়েকজন লোক ফিতা নিয়া মাপজোখ করসে,ময়মনসিংহ
একজনের হাতে আবার মোটা একটা খাতা,ময়মনসিংহ
ওইহানে কলম দিয়া কীসব টুইক্কা রাখসে,ময়মনসিংহ
"কী করসে, তা তো জানি না",ময়মনসিংহ
কয়েকজন একসাথে কয়া উঠে,ময়মনসিংহ
বদলায়া যাইতাসে আমরার খেলার মাঠটা তাই না?,ময়মনসিংহ
কোন বিষয় নিয়া আমার রাগ থাকলে আমি কিসু কইলেও হেয় চুপ কইরা থাইক্কা আমারে বুঝায়,ময়মনসিংহ
নিজেরে হেয় দূর্বল ভাইব্বা এমন করে,ময়মনসিংহ
হেয় মানুষটাই এমন। বেহেই কয় মেলা ভাগ্য কইরা নাকিতা এমন জামাই পাইসি,ময়মনসিংহ
আসলেই মানুষটার প্রতি আমি মুগ্ধ,ময়মনসিংহ
এই মুগ্ধতায় বিভোর থাকতাম চাই আমি আজীবন,ময়মনসিংহ
জামাইয়ের প্রতি আমার বিন্দুমাত্র কোন অভিযোগ নাই,ময়মনসিংহ
চল একদিন দেহা করি পুরা শহর রিক্সায় ঘুরবাম,ময়মনসিংহ
এর মাঝখানে চাকরির পড়াশুনায় বেশ খানিকটা ক্ষতি হয়া যায়,ময়মনসিংহ
আমি আইজকে কফি খাই নাই,ময়মনসিংহ
আমার মাথায় মেলা ব্যাথা করতাসে,ময়মনসিংহ
তোমার সৌন্দর্যে আমি মুগ্ধ,ময়মনসিংহ
আমি আইজকে সহালে হের লগে কথা কইসি,ময়মনসিংহ
তুমি কি আমারে ঘুরতে নিয়া যাইবা?,ময়মনসিংহ
আমার জামাই ৩ বছর ধইরা বিদেশে আসেন,ময়মনসিংহ
তুমি কি রাইতে খাইসো ?,ময়মনসিংহ
আফনে কিতা রাইতে খাইসেন ?,ময়মনসিংহ
ছেড়াডার নানার বাড়ি বরিশালে,ময়মনসিংহ
ছেড়াডার গেরামের বাড়ি রাজশাহীতে,ময়মনসিংহ
আমার ফেসবুক আইডিটা যদি চিড়িয়াখানা হইতো,ময়মনসিংহ
ঢাকার মিরপুরে কালকে থাইক্কা বিদ্যুৎ যাইতাসে না কেন,ময়মনসিংহ
বিদ্যুৎ সমস্যার কি সমাধান হয়া গেসে  ?,ময়মনসিংহ
পৃথিবীতে বাপের পরেই দ্বিতীয় বীর যোদ্ধা হইলেন বড়ভাই,ময়মনসিংহ
আমার খিদা পাইসে,ময়মনসিংহ
সামনে কোরবানি ঈদ আইতাসে,ময়মনসিংহ
কোরবানি ঈদ হইল ইসলামিক ধর্মের একটা প্রধান উৎসব,ময়মনসিংহ
রাইজ্ঞা গেলেন তো হাইরা গেলেন,ময়মনসিংহ
সুস্থ দেহ ও প্রশান্ত মন একজন মানুষের বেগ থাইক্কা বড় সম্পদ,ময়মনসিংহ
আমার কাম আর ব্যস্ততা বাড়সে,ময়মনসিংহ
অন্যের দোষ সহজেই খুঁইজ্জা পাওয়ন যায়,ময়মনসিংহ
নিজের দোষ খুঁইজ্জা পাওয়ন মেলা কষ্টকর,ময়মনসিংহ
প্রতিদিন আমি কিসু না কিসু শিখবাম,ময়মনসিংহ
সুখী হইতে হইলে অপ্রয়োজনীয় অনেক কিসু ভুইল্লা যাইতে হয়,ময়মনসিংহ
বেহেই ভালোবাসা পাইতে চায়,ময়মনসিংহ
দৃষ্টিভঙ্গি বদলাইলে জীবন বদলায়া যাইব,ময়মনসিংহ
আইজ ছুটির দিন,ময়মনসিংহ
বেহের জীবনে একটা লক্ষ্য থাকতে হইব,ময়মনসিংহ
লক্ষ্য ঠিক কইরা আমরা জীবনে আগায়া যাইতাম পারি,ময়মনসিংহ
বেহেইরে স্বাগতম,ময়মনসিংহ
কেরোসিন তেলের দাম কমনের কারনে অক্টোবরে চাহিদা কিছুডা বাড়সিল,ময়মনসিংহ
প্রতিদিন অন্তত একটা পেয়ারা কইরা খাইলে পাইতে ফারেন মেলা উপকার,ময়মনসিংহ
বিভিন্ন ফলের মধ্যে পেয়ারা অন্যতম জনপ্রিয় ফল,ময়মনসিংহ
ওজন কমানের লাইজ্ঞা পেয়ারা মেলা উপকারী,ময়মনসিংহ
গরমের দিনে তাজা নাইরকেল পান করা মেলা আনন্দদায়ক,ময়মনসিংহ
আমার বাড়ীর পিসনে মেলা বড় একটা নাইরকেল গাছ আসে,ময়মনসিংহ
পাকঘরে কেডা খাড়ায়া আসে ?,ময়মনসিংহ
মাডির পাতিল গুলা মেলা সুন্দর,ময়মনসিংহ
মুরগের মাংস দিয়া ভাত খাইতে আমার মেলা ভালা লাগে,ময়মনসিংহ
শিমের তরকারী দিয়া ভাত খাইতে আমার ভালা লাগে না,ময়মনসিংহ
পেঁপে খাইতে মেলা সুস্বাদু,ময়মনসিংহ
পেঁপে বাংলাদেশের একটা জনপ্রিয় ফল,ময়মনসিংহ
গ্রাম থাইক্কা শহরে আওনের সময় মেলা জাম্বুরা কিন্না আনবা,ময়মনসিংহ
তুমি কিতা জামরুল খাও?,ময়মনসিংহ
হেয় ছাদে অনেক গুলা কবুতর পালে,ময়মনসিংহ
আমরার খামারে ৫০০০টার বেশি মুরগি আসে,ময়মনসিংহ
আমি একটা মুরগির বাচ্চা পালি,ময়মনসিংহ
একটা বিলাইয়ের বাচ্চা পালনের মেলা ইচ্ছা আমার,ময়মনসিংহ
আমি হাতার কাটতাম না,ময়মনসিংহ
তুমি একটা বেক্কল মাইয়া,ময়মনসিংহ
বেহেই ড্রয়িংরুমে বইসে,ময়মনসিংহ
স্টোররুমডা নোংরা হয়া আসে,ময়মনসিংহ
ফ্লোর গুলা মার্বেল পাথর দিয়া বানানু,ময়মনসিংহ
গ্রামের মানুষরা লাকড়ির চুলা ব্যবহার করে,ময়মনসিংহ
আমি দুপুরে খালি বেগুন তরকারির ঝোল দিয়া ভাত খাইসি,ময়মনসিংহ
লাউ দিয়া চিংড়ি মাছের ঝোল আমার মেলা পসন্দের তরকারি,ময়মনসিংহ
গরমের দিনে গোসল করন ছাড়া একটা দিনও টিকা মুশকিল,ময়মনসিংহ
আমি গ্রামের বাড়ীত গেলে পুস্কুনিত গোসল করি,ময়মনসিংহ
আফনেরে যদি জিভে পানি আইন্না দিব এমন একটা ফলের নাম কইতে কওয়ন হয় তাইলে আফনের মনে তেঁতুলের নাম আইবই,ময়মনসিংহ
ছোটবেলায় আব্বা আম্মা তেতুল খাইতে মানা করে নাই এমন কাওকে মনে হয় না খুঁইজ্জা পাওয়ন যাইব,ময়মনসিংহ
